ds;y
2021-07-01;0.6498078779595816
2021-07-02;0.3830001480899462
2021-07-03;-1.3295331878174148
2021-07-04;-1.4458737677024283
2021-07-05;0.49313589704776395
2021-07-06;0.505545558902162
2021-07-07;0.3612832398447522
2021-07-08;0.35197599345394565
2021-07-09;0.4574581192163566
2021-07-10;-1.3047138641086136
2021-07-11;-1.391581497089423
2021-07-12;0.4326387955075595
2021-07-13;0.5241600516837641
2021-07-14;0.5303648826109634
2021-07-15;0.3892049790171493
2021-07-16;0.2837228532547376
2021-07-17;-1.3357380187446162
2021-07-18;-1.3745182120396189
2021-07-19;0.5443257521971657
2021-07-20;0.392307394480757
2021-07-21;0.42178034138494824
2021-07-22;0.37679531716275866
2021-07-23;0.2635571527413399
2021-07-24;-1.2597288398864093
2021-07-25;-1.376069419771422
2021-07-26;0.4946871047795638
2021-07-27;0.7009977331089732
2021-07-28;0.42488275684854254
2021-07-29;0.569145075905971
2021-07-30;0.6079252692009659
2021-07-31;-1.2256022697868052
2021-08-01;-1.340391641940017
2021-08-02;0.5070967666339685
2021-08-03;0.47762381972975576
2021-08-04;0.1906503893467346
2021-08-05;-0.14596168845389196
2021-08-06;0.22167454398274572
2021-08-07;-1.2985090331814129
2021-08-08;-1.410195989871027
2021-08-09;0.25890352954592466
2021-08-10;0.5722474913695678
2021-08-11;0.24804507542334123
2021-08-12;0.3659368630401495
2021-08-13;0.13170449553834154
2021-08-14;-1.3248795646220168
2021-08-15;-1.3729670043078213
2021-08-16;0.35818082438116816
2021-08-17;-0.15061531164930722
2021-08-18;-0.5167003363541404
2021-08-19;0.40471705633515326
2021-08-20;0.10068034090231667
2021-08-21;-1.3140211104994157
2021-08-22;-1.360557342453417
2021-08-23;0.40006343313975634
2021-08-24;0.3938586022125367
2021-08-25;0.5303648826109634
2021-08-26;0.3969610176761546
2021-08-27;0.18754797388313782
2021-08-28;-1.3652109656488198
2021-08-29;-1.4257080671890245
2021-08-30;0.1611774424425222
2021-08-31;0.5520817908561665
2021-09-01;0.5086479743657789
2021-09-02;0.4140243027259499
2021-09-03;0.33801512386773724
2021-09-04;-1.3078162795722172
2021-09-05;-1.4148496130664256
2021-09-06;0.26200594500952107
2021-09-07;0.3054397614999411
2021-09-08;0.052592901216525045
2021-09-09;0.27751802232754375
2021-09-10;0.34111753933134675
2021-09-11;-1.4551810140932284
2021-09-12;-1.483102753265632
2021-09-13;0.3504247857221473
2021-09-14;0.05104169348471044
2021-09-15;0.02777357750772828
2021-09-16;0.024671162044133974
2021-09-17;-0.012557823519094683
2021-09-18;-1.3884790816258195
2021-09-19;-1.4381177290434277
2021-09-20;0.2154697130555349
2021-09-21;-0.11028391062249854
2021-09-22;-0.5011882590361321
2021-09-23;-0.5849534765533471
2021-09-24;-0.6640650708751469
2021-09-25;-1.354352511526219
2021-09-26;-1.45828342955683
2021-09-27;0.23408420583714373
2021-09-28;0.2309817903735318
2021-09-29;0.2526986986187572
2021-09-30;0.20616246666473573
2021-10-01;0.1286020800747335
2021-10-02;-1.3047138641086136
2021-10-03;-1.3962351202848229
2021-10-04;0.2154697130555349
2021-10-05;0.17048468883333226
2021-10-06;0.13170449553834154
2021-10-07;0.15497261151529762
2021-10-08;0.0913730945115207
2021-10-09;-1.340391641940017
2021-10-10;-1.4195032362618265
2021-10-11;0.527262467147363
2021-10-12;0.17824072749233724
2021-10-13;0.0975779254387192
2021-10-14;0.17048468883333226
2021-10-15;0.3054397614999411
2021-10-16;-1.3093674873040182
2021-10-17;-1.4350153135798254
2021-10-18;-0.029621108568894577
2021-10-19;0.2976837228409478
2021-10-20;0.15497261151529762
2021-10-21;-0.014109031250894834
2021-10-22;0.10533396409772453
2021-10-23;-1.3434940574036183
2021-10-24;-1.3714157965760208
2021-10-25;0.3985122254079594
2021-10-26;0.8126846897985692
2021-10-27;0.6854856557909713
2021-10-28;0.5303648826109634
2021-10-29;0.22167454398274572
2021-10-30;-1.2907529945224099
2021-10-31;-1.3652109656488198
2021-11-01;0.48072623519337193
2021-11-02;0.3814489403581422
2021-11-03;0.4233315491167572
2021-11-04;-1.0084331873347785
2021-11-05;-1.0223940569209888
2021-11-06;-1.4272592749208246
2021-11-07;-1.4800003378020308
2021-11-08;0.4388436264347763
2021-11-09;0.25735232181412093
2021-11-10;0.5893107764193606
2021-11-11;0.41092188726235634
2021-11-12;0.3892049790171493
2021-11-13;-1.323328356890215
2021-11-14;-1.4257080671890245
2021-11-15;0.5443257521971657
2021-11-16;0.6730759939365821
2021-11-17;0.5133015975611482
2021-11-18;0.5520817908561665
2021-11-19;0.5070967666339685
2021-11-20;-1.2597288398864093
2021-11-21;-1.4272592749208246
2021-11-22;0.6684223707411733
2021-11-23;0.6715247862047707
2021-11-24;0.49623831251134415
2021-11-25;0.7971726124805956
2021-11-26;0.5179552207565509
2021-11-27;-1.2938554099860138
2021-11-28;-1.341942849671816
2021-11-29;0.6978953176453739
2021-11-30;0.8049286511395929
2021-12-01;0.7630460423809676
2021-12-02;0.624988554250764
2021-12-03;0.635847008373399
2021-12-04;-1.2488703857638084
2021-12-05;-1.3807230429668205
2021-12-06;0.6637687475457658
2021-12-07;0.646705462495969
2021-12-08;0.7087537717679976
2021-12-09;0.8312991825801951
2021-12-10;0.7258170568177862
2021-12-11;-1.2193974388596038
2021-12-12;-1.3450452651354194
2021-12-13;0.8592209217525978
2021-12-14;0.7863141583579928
2021-12-15;0.8964499073158056
2021-12-16;0.8638745449479668
2021-12-17;0.7506363805265961
2021-12-18;-1.2488703857638084
2021-12-19;-1.3279819800856176
2021-12-20;0.9972784098827996
2021-12-21;0.8638745449479668
2021-12-22;1.003483240810028
2021-12-23;1.1787697145034162
2021-12-24;1.0189953181280331
2021-12-25;-1.2504215934956064
2021-12-26;-1.3000602409132151
2021-12-27;1.0453658495686422
2021-12-28;1.3928363814918594
2021-12-29;1.1213750284268051
2021-12-30;1.673604980947644
2021-12-31;-1.1449394677332012
2022-01-01;-1.4706930914112297
2022-01-02;-1.360557342453417
2022-01-03;-1.2069877770052013
2022-01-04;-1.1930269074190036
2022-01-05;-1.1821684532964032
2022-01-06;-1.1589003373194042
2022-01-07;-1.3186747336948164
2022-01-08;-1.346596472867219
2022-01-09;-1.397786328016624
2022-01-10;0.7987238202123802
2022-01-11;0.716509810426999
2022-01-12;0.6839344480591854
2022-01-13;0.49623831251134415
2022-01-14;0.5024431434385667
2022-01-15;-1.3621085501852197
2022-01-16;-1.3884790816258195
2022-01-17;0.6854856557909713
2022-01-18;0.8886938686568101
2022-01-19;0.6808320325955769
2022-01-20;0.6405006315687745
2022-01-21;0.45280449602095085
2022-01-22;-1.2938554099860138
2022-01-23;-1.3636597579170222
2022-01-24;0.5070967666339685
2022-01-25;0.699446525377183
2022-01-26;0.5195064284883898
2022-01-27;0.505545558902162
2022-01-28;0.5117503898293623
2022-01-29;-1.3140211104994157
2022-01-30;-1.4039911589438216
2022-01-31;0.7196122258905733
2022-02-01;0.7568412114537727
2022-02-02;0.7645972501127892
2022-02-03;0.17048468883333226
2022-02-04;-0.08081096371830501
2022-02-05;-1.3776206275032223
2022-02-06;-1.44897618316603
2022-02-07;-0.14441048072210538
2022-02-08;-0.018762654446283295
2022-02-09;-0.062196470936680286
2022-02-10;0.13325570327013359
2022-02-11;-0.08856700237729571
2022-02-12;-1.354352511526219
2022-02-13;-1.4055423666756237
2022-02-14;0.00450546153072602
2022-02-15;0.037080823898519306
2022-02-16;0.026222369775914373
2022-02-17;0.08982188677973184
2022-02-18;0.07896343265713501
2022-02-19;-1.402439951212022
2022-02-20;-1.4396689367752276
2022-02-21;0.0913730945115207
2022-02-22;-0.03582593949609271
2022-02-23;-1.2442167625684086
2022-02-24;0.16583106563793745
2022-02-25;0.3054397614999411
2022-02-26;-1.2271534775186024
2022-02-27;-1.2178462311278055
2022-02-28;0.8483624676299996
2022-03-01;0.8902450763886252
2022-03-02;0.7863141583579928
2022-03-03;1.0887996660589911
2022-03-04;2.5981247891005594
2022-03-05;1.0748387964728379
2022-03-06;-0.8036737667371733
2022-03-07;-0.9401800471355842
2022-03-08;-1.2085389847370067
2022-03-09;1.285803047997667
2022-03-10;1.3090711639746404
2022-03-11;1.0515706804958178
2022-03-12;-1.1278761826834
2022-03-13;-1.256626424422808
2022-03-14;1.1167214052314034
2022-03-15;1.118272612963223
2022-03-16;0.9445373470016127
2022-03-17;0.8328503903119882
2022-03-18;1.048468265032215
2022-03-19;-1.2287046852504075
2022-03-20;-1.3295331878174148
2022-03-21;0.7490851727947956
2022-03-22;0.9786639171012291
2022-03-23;0.7335730954767659
2022-03-24;0.7614948346491794
2022-03-25;0.6792808248637662
2022-03-26;-1.3434940574036183
2022-03-27;-1.3745182120396189
2022-03-28;0.8173383129940015
2022-03-29;0.9398837238061802
2022-03-30;0.8235431439211844
2022-03-31;1.0577755114230334
2022-04-01;0.8824890377296056
2022-04-02;-1.2969578254496144
2022-04-03;-1.3900302893576233
2022-04-04;0.8033774434077864
2022-04-05;0.9026547382430059
2022-04-06;0.7413291341357898
2022-04-07;0.8980011150475916
2022-04-08;0.983317540296631
2022-04-09;-1.3109186950358171
2022-04-10;-1.3822742506986214
2022-04-11;1.0376098109096132
2022-04-12;1.0655315500820386
2022-04-13;0.8669769604115893
2022-04-14;0.7661484578445792
2022-04-15;0.9243716464881964
2022-04-16;-1.3341868110128179
2022-04-17;-1.4117471976028246
2022-04-18;0.7739044965035926
2022-04-19;0.8762842068023994
2022-04-20;0.9802151248330183
2022-04-21;1.0189953181280331
2022-04-22;1.0360586031778396
2022-04-23;-1.2938554099860138
2022-04-24;-1.4148496130664256
2022-04-25;1.1803209222352258
2022-04-26;1.0081368640054165
2022-04-27;1.022097733591603
2022-04-28;1.06242913461842
2022-04-29;1.2159987000666
2022-04-30;-1.2643824630818103
2022-05-01;-1.3109186950358171
2022-05-02;-1.2473191780320079
2022-05-03;-1.2069877770052013
2022-05-04;0.8747329990706053
2022-05-05;1.046917057300409
2022-05-06;1.344748941806033
2022-05-07;-1.3016114486450132
2022-05-08;-1.4381177290434277
2022-05-09;-1.3729670043078213
2022-05-10;-1.2256022697868052
2022-05-11;1.489011260863463
2022-05-12;1.2423692315072326
2022-05-13;1.2361644005800425
2022-05-14;-1.3171235259630163
2022-05-15;-1.4117471976028246
2022-05-16;1.3292368644880705
2022-05-17;1.3261344490244693
2022-05-18;1.0841460428636185
2022-05-19;0.7118561872315863
2022-05-20;1.2594325165570373
2022-05-21;-1.3776206275032223
2022-05-22;-1.4132984053346238
2022-05-23;1.118272612963223
2022-05-24;1.4176557052006407
2022-05-25;1.281149424802213
2022-05-26;0.992624786687391
2022-05-27;1.1291310670858308
2022-05-28;-1.35745492698982
2022-05-29;-1.4520785986296294
2022-05-30;1.2470228547026472
2022-05-31;1.4548846907638482
2022-06-01;1.552610777867247
2022-06-02;1.1461943521356444
2022-06-03;0.9631518397831966
2022-06-04;-1.4132984053346238
2022-06-05;-1.5017172460472346
2022-06-06;1.1570528062582282
2022-06-07;1.1725648835762323
2022-06-08;0.781660535162592
2022-06-09;1.1648088449172027
2022-06-10;1.2795982170704563
2022-06-11;-1.3931327048212234
2022-06-12;-1.483102753265632
2022-06-13;-1.3372892264764151
2022-06-14;1.2718421784114378
2022-06-15;1.1523991830628242
2022-06-16;1.1896281686260368
2022-06-17;1.428514159323241
2022-06-18;-1.4257080671890245
2022-06-19;-1.4396689367752276
2022-06-20;1.1601552217218045
2022-06-21;1.0950044969862158
2022-06-22;0.8840402454613899
2022-06-23;0.8964499073158056
2022-06-24;0.8654257526798104
2022-06-25;-1.4381177290434277
2022-06-26;-1.4908587919246319
2022-06-27;1.06242913461842
2022-06-28;1.1911793763578191
2022-06-29;0.8638745449479668
2022-06-30;0.9538445933923985
2022-07-01;1.1368871057447958
2022-07-02;-1.4148496130664256
2022-07-03;-1.4427713522388281
2022-07-04;1.0360586031778396
2022-07-05;0.9538445933923985
2022-07-06;1.597595802089484
2022-07-07;0.9104107769019957
2022-07-08;0.6715247862047707
2022-07-09;-1.4350153135798254
2022-07-10;-1.431912898116226
2022-07-11;0.9259228542199982
2022-07-12;0.8235431439211844
2022-07-13;0.8964499073158056
2022-07-14;1.1492967675992147
2022-07-15;0.7552900037219831
2022-07-16;-1.397786328016624
2022-07-17;-1.4675906759476303
2022-07-18;0.8762842068023994
2022-07-19;0.9057571537065765
2022-07-20;0.932127685147177
2022-07-21;0.7583924191856105
2022-07-22;0.6792808248637662
2022-07-23;-1.428810482652624
2022-07-24;-1.4551810140932284
2022-07-25;0.932127685147177
2022-07-26;0.9786639171012291
2022-07-27;0.7304706800131817
2022-07-28;1.1120677820360134
2022-07-29;0.6436030470323831
2022-07-30;-1.4055423666756237
2022-07-31;-1.4737955068748305
2022-08-01;0.8855914531931947
2022-08-02;0.8638745449479668
2022-08-03;0.9026547382430059
2022-08-04;0.7072025640362056
2022-08-05;0.6932416944499831
2022-08-06;-1.4474249754342292
2022-08-07;-1.4924099996564337
2022-08-08;0.7351243032085664
2022-08-09;0.7025489408407939
2022-08-10;1.0050344485417897
2022-08-11;0.5986180228101516
2022-08-12;0.12239724914752408
2022-08-13;-1.4427713522388281
2022-08-14;-1.509473284706235
2022-08-15;0.5800035300285752
2022-08-16;0.7009977331089732
2022-08-17;0.6373982161051706
2022-08-18;0.5551842063197759
2022-08-19;0.3814489403581422
2022-08-20;-1.4458737677024283
2022-08-21;-1.5048196615108338
2022-08-22;0.5039943511703615
2022-08-23;0.5613890372469452
2022-08-24;0.5086479743657789
2022-08-25;0.5008919357067693
2022-08-26;0.4636629501435586
2022-08-27;-1.4226056517254257
2022-08-28;-1.4893075841928347
2022-08-29;0.5986180228101516
2022-08-30;0.6622175398139606
2022-08-31;0.716509810426999
2022-09-01;0.6079252692009659
2022-09-02;0.6203349310553837
2022-09-03;-1.4226056517254257
2022-09-04;-1.5063708692426347
2022-09-05;0.7676996655763779
2022-09-06;0.6637687475457658
2022-09-07;0.7878653660897887
2022-09-08;0.5489793753925711
2022-09-09;0.5706962836377627
2022-09-10;-1.4458737677024283
2022-09-11;-1.4986148305836329
2022-09-12;0.5008919357067693
2022-09-13;0.6187837233235677
2022-09-14;0.6110276846645677
2022-09-15;0.7289194722813678
2022-09-16;0.5148528052929594
2022-09-17;-1.4226056517254257
2022-09-18;-1.4924099996564337
2022-09-19;0.62188613878718
2022-09-20;0.6405006315687745
2022-09-21;0.45900932694816593
2022-09-22;0.41092188726235634
2022-09-23;0.3985122254079594
2022-09-24;-1.4893075841928347
2022-09-25;-1.4520785986296294
2022-09-26;0.6063740614691902
2022-09-27;0.6436030470323831
2022-09-28;0.6017204382737809
2022-09-29;0.5753499068331484
2022-09-30;0.5769011145649654
2022-10-01;-1.3000602409132151
2022-10-02;-1.45983463728863
2022-10-03;0.6746272016683791
2022-10-04;0.7180610181587826
2022-10-05;0.6420518393005654
2022-10-06;0.781660535162592
2022-10-07;0.4481508728255416
2022-10-08;-1.4644882604840308
2022-10-09;-1.5125757001698352
2022-10-10;0.6653199552775553
2022-10-11;0.4667653656071667
2022-10-12;0.4993407279749501
2022-10-13;0.6001692305419902
2022-10-14;0.2495962831551375
2022-10-15;-1.3698645888442211
2022-10-16;-1.4800003378020308
2022-10-17;0.716509810426999
2022-10-18;1.0174441103962104
2022-10-19;0.6715247862047707
2022-10-20;0.8266455593847915
2022-10-21;0.5846571532239545
2022-10-22;-1.3729670043078213
2022-10-23;-1.500166038315432
2022-10-24;0.5893107764193606
2022-10-25;0.49778952024314643
2022-10-26;0.6172325155917863
2022-10-27;0.5334672980745488
2022-10-28;0.41867792592135145
2022-10-29;-1.4226056517254257
2022-10-30;-1.4226056517254257
2022-10-31;0.5412233367335609
2022-11-01;0.6342958006415798
2022-11-02;0.5133015975611482
2022-11-03;0.4652141578753665
2022-11-04;-1.220948646591402
2022-11-05;-1.44897618316603
2022-11-06;-1.44897618316603
2022-11-07;0.6342958006415798
2022-11-08;0.5443257521971657
2022-11-09;0.48227744292517316
2022-11-10;0.58310594549216
2022-11-11;0.4497020805573573
2022-11-12;-1.436566521311628
2022-11-13;-1.4551810140932284
2022-11-14;0.5350185058063727
2022-11-15;0.45590691148453744
2022-11-16;0.2651083604731362
2022-11-17;0.45590691148453744
2022-11-18;0.32870787747696106
2022-11-19;-1.4396689367752276
2022-11-20;-1.5125757001698352
2022-11-21;0.4652141578753665
2022-11-22;0.44504845736195225
2022-11-23;0.4264339645803317
2022-11-24;0.46211174241174297
2022-11-25;0.3100933846953303
2022-11-26;-1.431912898116226
2022-11-27;-1.4722442991430311
2022-11-28;0.5660426604423918
2022-11-29;0.6311933851779894
2022-11-30;0.6280909697143842
2022-12-01;0.5955156073465612
2022-12-02;0.4419460418983551
2022-12-03;-1.4303616903844243
2022-12-04;-1.4412201445070283
2022-12-05;0.6808320325955769
2022-12-06;0.5381209212699659
2022-12-07;1.029853772250617
2022-12-08;0.7645972501127892
2022-12-09;0.2837228532547376
2022-12-10;-1.3621085501852197
2022-12-11;-1.4815515455338317
2022-12-12;0.5924131918829517
2022-12-13;0.7801093274307904
2022-12-14;0.5489793753925711
2022-12-15;0.7351243032085664
2022-12-16;0.5613890372469452
2022-12-17;-1.4039911589438216
2022-12-18;-1.4443225599706286
2022-12-19;0.7196122258905733
2022-12-20;0.8592209217525978
2022-12-21;0.7506363805265961
2022-12-22;0.6684223707411733
2022-12-23;0.7103049794997762
2022-12-24;-1.3714157965760208
2022-12-25;-1.4303616903844243
2022-12-26;0.8669769604115893
2022-12-27;1.0314049799824176
2022-12-28;1.1229262361586176
2022-12-29;1.3494025650014592
2022-12-30;1.1958329995532293
2022-12-31;-1.2736897094726076
2023-01-01;-1.537395023878637
2023-01-02;-1.3931327048212234
2023-01-03;-1.3248795646220168
2023-01-04;-1.2860993713270088
2023-01-05;-1.3093674873040182
2023-01-06;-1.3714157965760208
2023-01-07;-1.4226056517254257
2023-01-08;-1.4551810140932284
2023-01-09;0.8468112598982305
2023-01-10;0.8002750279442069
2023-01-11;0.624988554250764
2023-01-12;0.6498078779595816
2023-01-13;0.47607261199797535
2023-01-14;-1.4008887434802233
2023-01-15;-1.4474249754342292
2023-01-16;0.7754557042353861
2023-01-17;0.5350185058063727
2023-01-18;0.47607261199797535
2023-01-19;0.43729241870294655
2023-01-20;0.43729241870294655
2023-01-21;-1.3807230429668205
2023-01-22;-1.45828342955683
2023-01-23;0.5567354140515737
2023-01-24;0.44659966509378873
2023-01-25;0.41867792592135145
2023-01-26;0.3736929016991368
2023-01-27;0.33025908520874003
2023-01-28;-1.383825458430421
2023-01-29;-1.44897618316603
2023-01-30;0.6482566702277889
2023-01-31;0.5334672980745488
2023-02-01;0.8561185062889957
2023-02-02;0.7009977331089732
2023-02-03;0.48537985838875936
2023-02-04;-1.3714157965760208
2023-02-05;-1.4226056517254257
2023-02-06;0.699446525377183
2023-02-07;0.6017204382737809
2023-02-08;0.3892049790171493
2023-02-09;0.5039943511703615
2023-02-10;0.738226718672162
2023-02-11;-1.3388404342082176
2023-02-12;-1.4164008207982257
2023-02-13;0.7552900037219831
2023-02-14;0.6591151243503832
2023-02-15;0.6653199552775553
2023-02-16;0.7894165738215857
2023-02-17;0.6342958006415798
2023-02-18;-1.3667621733806217
2023-02-19;-1.4257080671890245
2023-02-20;0.8654257526798104
2023-02-21;0.716509810426999
2023-02-22;0.8623233372161621
2023-02-23;-1.2721385017408096
2023-02-24;-1.2860993713270088
2023-02-25;-1.376069419771422
2023-02-26;-1.410195989871027
2023-02-27;1.2253059464574108
2023-02-28;1.1523991830628242
